database,table,column_name,data_type,position,default_kind,default_expression,is_in_partition_key,is_in_sorting_key,is_in_primary_key,is_in_sampling_key,compression_codec,character_octet_length,numeric_precision,numeric_scale,datetime_precision,comment
manufacturing_dw,dim_supplier,is_preferred,UInt8,9,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether the supplier is preferred; 1 means preferred
manufacturing_dw,dim_supplier,is_active,UInt8,10,,,0,0,0,0,,,8.0,0.0,,"Flag indicating whether the supplier is active; 1 means active, 0 means inactive"
manufacturing_dw,dim_supplier,valid_from,Date,11,,,0,0,0,0,,,,,0.0,Start date when this dimension row became valid
manufacturing_dw,dim_supplier,valid_to,Date,12,,,0,0,0,0,,,,,0.0,End date when this dimension row stopped being valid
manufacturing_dw,dim_supplier,is_current,UInt8,13,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether this is the current active version of the dimension row
manufacturing_dw,dim_warehouse,warehouse_key,UInt32,1,,,0,1,1,0,,,32.0,0.0,,Surrogate key for the warehouse dimension
manufacturing_dw,dim_warehouse,warehouse_id,String,2,,,0,0,0,0,,,,,,Business identifier of the warehouse or storage location
manufacturing_dw,dim_warehouse,warehouse_name,String,3,,,0,0,0,0,,,,,,Human-readable warehouse name
manufacturing_dw,dim_warehouse,plant_key,UInt32,4,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_plant indicating which plant owns or uses the warehouse
manufacturing_dw,dim_warehouse,warehouse_type,String,5,,,0,0,0,0,,,,,,"Warehouse type such as raw_material, wip, finished_goods, spare_parts, or quarantine"
manufacturing_dw,dim_warehouse,temperature_zone,String,6,,,0,0,0,0,,,,,,"Storage temperature category such as ambient, chilled, or frozen"
manufacturing_dw,dim_warehouse,capacity_units,"Decimal(18, 2)",7,,,0,0,0,0,,,18.0,2.0,,Declared storage capacity in warehouse-defined units
manufacturing_dw,dim_warehouse,capacity_uom,String,8,,,0,0,0,0,,,,,,"Unit of measure for capacity such as pallets, bins, or cubic_meters"
manufacturing_dw,dim_warehouse,is_active,UInt8,9,,,0,0,0,0,,,8.0,0.0,,"Flag indicating whether the warehouse is active; 1 means active, 0 means inactive"
manufacturing_dw,dim_warehouse,valid_from,Date,10,,,0,0,0,0,,,,,0.0,Start date when this dimension row became valid
manufacturing_dw,dim_warehouse,valid_to,Date,11,,,0,0,0,0,,,,,0.0,End date when this dimension row stopped being valid
manufacturing_dw,dim_warehouse,is_current,UInt8,12,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether this is the current active version of the dimension row
manufacturing_dw,dim_work_center,work_center_key,UInt32,1,,,0,1,1,0,,,32.0,0.0,,Surrogate key for the work center dimension
manufacturing_dw,dim_work_center,work_center_id,String,2,,,0,0,0,0,,,,,,Business identifier of the work center or machine group
manufacturing_dw,dim_work_center,plant_key,UInt32,3,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_plant indicating where the work center operates
manufacturing_dw,dim_work_center,work_center_name,String,4,,,0,0,0,0,,,,,,Human-readable name of the work center
manufacturing_dw,dim_work_center,department_name,String,5,,,0,0,0,0,,,,,,Department or production area responsible for the work center
manufacturing_dw,dim_work_center,work_center_type,String,6,,,0,0,0,0,,,,,,"Type of work center such as machining, welding, assembly, paint, or packaging"
manufacturing_dw,dim_work_center,capacity_hours_per_day,"Decimal(10, 2)",7,,,0,0,0,0,,,10.0,2.0,,Nominal available production hours per day
manufacturing_dw,dim_work_center,is_bottleneck,UInt8,8,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether the work center is considered a production bottleneck
manufacturing_dw,dim_work_center,is_active,UInt8,9,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether the work center is active
manufacturing_dw,dim_work_center,valid_from,Date,10,,,0,0,0,0,,,,,0.0,Start date when this dimension row became valid
manufacturing_dw,dim_work_center,valid_to,Date,11,,,0,0,0,0,,,,,0.0,End date when this dimension row stopped being valid
manufacturing_dw,dim_work_center,is_current,UInt8,12,,,0,0,0,0,,,8.0,0.0,,Flag indicating whether this is the current active version of the dimension row
manufacturing_dw,fact_inventory_snapshot,snapshot_ts,DateTime,1,,,1,1,1,0,,,,,0.0,Timestamp when the inventory snapshot was taken
manufacturing_dw,fact_inventory_snapshot,date_key,UInt32,2,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_date for the snapshot date
manufacturing_dw,fact_inventory_snapshot,plant_key,UInt32,3,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_plant for the plant holding the stock
manufacturing_dw,fact_inventory_snapshot,warehouse_key,UInt32,4,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_warehouse for the storage location
manufacturing_dw,fact_inventory_snapshot,product_key,UInt32,5,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_product for the stocked item
manufacturing_dw,fact_inventory_snapshot,batch_number,String,6,,,0,1,1,0,,,,,,Batch or lot identifier when batch tracking is enabled
manufacturing_dw,fact_inventory_snapshot,quantity_on_hand,"Decimal(18, 4)",7,,,0,0,0,0,,,18.0,4.0,,Physical quantity currently on hand
manufacturing_dw,fact_inventory_snapshot,quantity_reserved,"Decimal(18, 4)",8,,,0,0,0,0,,,18.0,4.0,,Quantity reserved for production or customer demand
manufacturing_dw,fact_inventory_snapshot,quantity_available,"Decimal(18, 4)",9,,,0,0,0,0,,,18.0,4.0,,Quantity available for use after reservations
manufacturing_dw,fact_inventory_snapshot,inventory_uom,String,10,,,0,0,0,0,,,,,,Unit of measure of the inventory quantities
manufacturing_dw,fact_inventory_snapshot,inventory_value,"Decimal(18, 4)",11,,,0,0,0,0,,,18.0,4.0,,Extended inventory value for the available stock according to costing rules
manufacturing_dw,fact_material_receipt,receipt_id,String,1,,,0,1,1,0,,,,,,Unique identifier for the material receipt transaction
manufacturing_dw,fact_material_receipt,receipt_ts,DateTime,2,,,1,1,1,0,,,,,0.0,Timestamp when the receipt was posted
manufacturing_dw,fact_material_receipt,date_key,UInt32,3,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_date for the receipt date
manufacturing_dw,fact_material_receipt,supplier_key,UInt32,4,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_supplier for the supplier that delivered the material
manufacturing_dw,fact_material_receipt,plant_key,UInt32,5,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_plant for the receiving plant
manufacturing_dw,fact_material_receipt,warehouse_key,UInt32,6,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_warehouse for the receiving storage location
manufacturing_dw,fact_material_receipt,product_key,UInt32,7,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_product for the received item
manufacturing_dw,fact_material_receipt,purchase_order_number,String,8,,,0,0,0,0,,,,,,Purchase order number associated with the receipt
manufacturing_dw,fact_material_receipt,purchase_order_line,UInt32,9,,,0,0,0,0,,,32.0,0.0,,Purchase order line number associated with the receipt
manufacturing_dw,fact_material_receipt,batch_number,String,10,,,0,0,0,0,,,,,,Supplier or internal batch number assigned to the received lot
manufacturing_dw,fact_material_receipt,quantity_received,"Decimal(18, 4)",11,,,0,0,0,0,,,18.0,4.0,,Quantity physically received
manufacturing_dw,fact_material_receipt,quantity_accepted,"Decimal(18, 4)",12,,,0,0,0,0,,,18.0,4.0,,Quantity accepted after inspection
manufacturing_dw,fact_material_receipt,quantity_rejected,"Decimal(18, 4)",13,,,0,0,0,0,,,18.0,4.0,,Quantity rejected during receipt or inspection
manufacturing_dw,fact_material_receipt,receipt_uom,String,14,,,0,0,0,0,,,,,,Unit of measure of the receipt quantities
manufacturing_dw,fact_material_receipt,unit_cost,"Decimal(18, 4)",15,,,0,0,0,0,,,18.0,4.0,,Unit cost recorded at receipt
manufacturing_dw,fact_material_receipt,total_cost,"Decimal(18, 4)",16,,,0,0,0,0,,,18.0,4.0,,Extended total receipt cost
manufacturing_dw,fact_production_operation,production_order_id,String,1,,,0,1,1,0,,,,,,Identifier of the production order this operation belongs to
manufacturing_dw,fact_production_operation,operation_sequence,UInt16,2,,,0,1,1,0,,,16.0,0.0,,Sequence number of the operation within the routing
manufacturing_dw,fact_production_operation,work_center_key,UInt32,3,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_work_center where the operation was executed
manufacturing_dw,fact_production_operation,plant_key,UInt32,4,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_plant where the operation was executed
manufacturing_dw,fact_production_operation,product_key,UInt32,5,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_product being produced during the operation
manufacturing_dw,fact_production_operation,operation_name,String,6,,,0,0,0,0,,,,,,"Human-readable operation name such as cutting, welding, or assembly"
manufacturing_dw,fact_production_operation,operation_status,String,7,,,0,0,0,0,,,,,,"Current status of the operation such as queued, running, completed, or failed"
manufacturing_dw,fact_production_operation,setup_time_minutes,"Decimal(12, 2)",8,,,0,0,0,0,,,12.0,2.0,,Actual setup time consumed by the operation in minutes
manufacturing_dw,fact_production_operation,run_time_minutes,"Decimal(12, 2)",9,,,0,0,0,0,,,12.0,2.0,,Actual run time consumed by the operation in minutes
manufacturing_dw,fact_production_operation,downtime_minutes,"Decimal(12, 2)",10,,,0,0,0,0,,,12.0,2.0,,Downtime experienced during the operation in minutes
manufacturing_dw,fact_production_operation,labor_hours,"Decimal(12, 2)",11,,,0,0,0,0,,,12.0,2.0,,Direct labor hours charged to the operation
manufacturing_dw,fact_production_operation,machine_hours,"Decimal(12, 2)",12,,,0,0,0,0,,,12.0,2.0,,Machine hours charged to the operation
manufacturing_dw,fact_production_operation,good_quantity,"Decimal(18, 4)",13,,,0,0,0,0,,,18.0,4.0,,Quantity produced successfully by the operation
manufacturing_dw,fact_production_operation,scrap_quantity,"Decimal(18, 4)",14,,,0,0,0,0,,,18.0,4.0,,Quantity scrapped during the operation
manufacturing_dw,fact_production_operation,event_ts,DateTime,15,,,1,1,1,0,,,,,0.0,Timestamp representing the most important event time for this operation record
manufacturing_dw,fact_production_order,production_order_id,String,1,,,0,1,1,0,,,,,,Unique identifier of the production order or work order
manufacturing_dw,fact_production_order,order_status,String,2,,,0,0,0,0,,,,,,"Current status such as planned, released, in_progress, completed, or cancelled"
manufacturing_dw,fact_production_order,plant_key,UInt32,3,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_plant where the order is produced
manufacturing_dw,fact_production_order,product_key,UInt32,4,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_product for the finished good or assembly being produced
manufacturing_dw,fact_production_order,planned_start_ts,DateTime,5,,,1,0,0,0,,,,,0.0,Planned start timestamp of the production order
manufacturing_dw,fact_production_order,planned_end_ts,DateTime,6,,,0,0,0,0,,,,,0.0,Planned completion timestamp of the production order
manufacturing_dw,fact_production_order,actual_start_ts,Nullable(DateTime),7,,,0,0,0,0,,,,,0.0,Actual start timestamp when execution began
manufacturing_dw,fact_production_order,actual_end_ts,Nullable(DateTime),8,,,0,0,0,0,,,,,0.0,Actual completion timestamp when execution ended
manufacturing_dw,fact_production_order,due_date_key,UInt32,9,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_date for the committed due date
manufacturing_dw,fact_production_order,order_quantity,"Decimal(18, 4)",10,,,0,0,0,0,,,18.0,4.0,,Planned production quantity
manufacturing_dw,fact_production_order,completed_quantity,"Decimal(18, 4)",11,,,0,0,0,0,,,18.0,4.0,,Quantity completed and reported as good output
manufacturing_dw,fact_production_order,scrapped_quantity,"Decimal(18, 4)",12,,,0,0,0,0,,,18.0,4.0,,Quantity scrapped or lost during production
manufacturing_dw,fact_production_order,order_uom,String,13,,,0,0,0,0,,,,,,Unit of measure of order quantities
manufacturing_dw,fact_production_order,standard_cost_total,"Decimal(18, 4)",14,,,0,0,0,0,,,18.0,4.0,,Expected standard total cost of the production order
manufacturing_dw,fact_production_order,actual_cost_total,"Decimal(18, 4)",15,,,0,0,0,0,,,18.0,4.0,,Actual accumulated total cost of the production order
manufacturing_dw,fact_quality_inspection,inspection_id,String,1,,,0,1,1,0,,,,,,Unique identifier of the quality inspection event
manufacturing_dw,fact_quality_inspection,inspection_ts,DateTime,2,,,1,1,1,0,,,,,0.0,Timestamp when the inspection occurred
manufacturing_dw,fact_quality_inspection,date_key,UInt32,3,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_date for the inspection date
manufacturing_dw,fact_quality_inspection,plant_key,UInt32,4,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_plant where the inspection occurred
manufacturing_dw,fact_quality_inspection,product_key,UInt32,5,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_product being inspected
manufacturing_dw,fact_quality_inspection,supplier_key,UInt32,6,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_supplier when the inspection is related to incoming material; use 0 or unknown when not applicable
manufacturing_dw,fact_quality_inspection,production_order_id,String,7,,,0,0,0,0,,,,,,Production order associated with the inspection when applicable
manufacturing_dw,fact_quality_inspection,batch_number,String,8,,,0,0,0,0,,,,,,Batch or lot number being inspected
manufacturing_dw,fact_quality_inspection,inspection_type,String,9,,,0,0,0,0,,,,,,"Type of inspection such as incoming, in_process, final, or audit"
manufacturing_dw,fact_quality_inspection,defect_code,String,10,,,0,0,0,0,,,,,,Defect code observed during inspection
manufacturing_dw,fact_quality_inspection,defect_description,String,11,,,0,0,0,0,,,,,,Human-readable description of the observed defect
manufacturing_dw,fact_quality_inspection,inspected_quantity,"Decimal(18, 4)",12,,,0,0,0,0,,,18.0,4.0,,Total quantity inspected
manufacturing_dw,fact_quality_inspection,accepted_quantity,"Decimal(18, 4)",13,,,0,0,0,0,,,18.0,4.0,,Quantity accepted after inspection
manufacturing_dw,fact_quality_inspection,rejected_quantity,"Decimal(18, 4)",14,,,0,0,0,0,,,18.0,4.0,,Quantity rejected after inspection
manufacturing_dw,fact_quality_inspection,reworked_quantity,"Decimal(18, 4)",15,,,0,0,0,0,,,18.0,4.0,,Quantity sent to rework after inspection
manufacturing_dw,fact_quality_inspection,inspection_result,String,16,,,0,0,0,0,,,,,,"Overall result such as pass, fail, conditional_pass, or rework"
manufacturing_dw,fact_shipment,shipment_id,String,1,,,0,1,1,0,,,,,,Unique identifier of the outbound shipment
manufacturing_dw,fact_shipment,shipment_ts,DateTime,2,,,1,1,1,0,,,,,0.0,Timestamp when the shipment was posted or dispatched
manufacturing_dw,fact_shipment,date_key,UInt32,3,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_date for the shipment date
manufacturing_dw,fact_shipment,customer_key,UInt32,4,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_customer receiving the goods
manufacturing_dw,fact_shipment,plant_key,UInt32,5,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_plant shipping the goods
manufacturing_dw,fact_shipment,warehouse_key,UInt32,6,,,0,0,0,0,,,32.0,0.0,,Foreign key to dim_warehouse from which the goods were shipped
manufacturing_dw,fact_shipment,product_key,UInt32,7,,,0,1,1,0,,,32.0,0.0,,Foreign key to dim_product being shipped
manufacturing_dw,fact_shipment,sales_order_number,String,8,,,0,0,0,0,,,,,,Sales order number associated with the shipment
manufacturing_dw,fact_shipment,sales_order_line,UInt32,9,,,0,0,0,0,,,32.0,0.0,,Sales order line number associated with the shipment
